[2013-11-11 15:31:28,819 UTC] [tuf.util] [DEBUG][load_json_file:575@util.py] open(/home/dennismirante/appsec/TUF/quickstart/repository/metadata/timestamp.txt)
[2013-11-19 15:21:27,618 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/dennismirante/appsec/TUF/quickstart/keystore'
[2013-11-19 15:21:30,516 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: 2eca30d93e174452fcffd1c0e1e07231b3f444d30eea324ca09949e2c07a3f46
[2013-11-19 15:21:30,516 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-19 15:21:30,517 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/dennismirante/appsec/TUF/quickstart/repository/metadata/release.txt' with 2eca30d93e174452fcffd1c0e1e07231b3f444d30eea324ca09949e2c07a3f46
[2013-11-19 15:21:30,526 UTC] [tuf.signerlib] [DEBUG][build_release_file:1237@signerlib.py] No compressed version of release metadata will be included.
[2013-11-19 15:21:30,526 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/dennismirante/appsec/TUF/quickstart/repository/metadata/release.txt
[2013-11-19 15:21:30,526 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/dennismirante/appsec/TUF/quickstart/repository/metadata/release.txt
[2013-11-19 15:21:30,526 UTC] [tuf.signerlib] [INFO][build_release_file:1240@signerlib.py] Wrote /home/dennismirante/appsec/TUF/quickstart/repository/metadata/release.txt
[2013-11-19 15:22:08,850 UTC] [tuf.util] [DEBUG][load_json_file:575@util.py] open(/home/dennismirante/appsec/TUF/quickstart/repository/metadata/timestamp.txt)
[2013-11-19 15:22:38,225 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:242@keystore.py] Loading private key(s) from '/home/dennismirante/appsec/TUF/quickstart/keystore'
[2013-11-19 15:22:41,224 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:288@keystore.py] Loaded key: b627d0ea52df92530792a567f589f4cdb061060c561fc7cb5ae23f7ed8f74ca0
[2013-11-19 15:22:41,224 UTC] [tuf.keystore] [INFO][load_keystore_from_keyfiles:300@keystore.py] Done.
[2013-11-19 15:22:41,224 UTC] [tuf.signerlib] [INFO][build_timestamp_file:1306@signerlib.py] Including ('gz',) versions of release in timestamp.
[2013-11-19 15:22:41,224 UTC] [tuf.signerlib] [WARNING][generate_timestamp_metadata:533@signerlib.py] Could not get fileinfo about /home/dennismirante/appsec/TUF/quickstart/repository/metadata/release.txt.gz
[2013-11-19 15:22:41,224 UTC] [tuf.signerlib] [INFO][sign_metadata:705@signerlib.py] Signing '/home/dennismirante/appsec/TUF/quickstart/repository/metadata/timestamp.txt' with b627d0ea52df92530792a567f589f4cdb061060c561fc7cb5ae23f7ed8f74ca0
[2013-11-19 15:22:41,234 UTC] [tuf.signerlib] [INFO][write_metadata_file:597@signerlib.py] No compression for /home/dennismirante/appsec/TUF/quickstart/repository/metadata/timestamp.txt
[2013-11-19 15:22:41,234 UTC] [tuf.signerlib] [INFO][write_metadata_file:608@signerlib.py] Writing to /home/dennismirante/appsec/TUF/quickstart/repository/metadata/timestamp.txt
